id,y,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
16045,6565,200,7,70,14.04 ,京都サンガF.C.,モンテディオ山形,20588,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,2,2,-20,15.9,32%,松尾　一,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,アレッサンドロ,モンテディオ山形,清水　健太,山田　拓巳,當間　建文,イ　ジュヨン,石川　竜也,宮阪　政樹,ディエゴ,ロメロ　フランク,中島　裕希,萬代　宏樹,山﨑　雅人
16046,2272,200,7,70,14.04 ,愛媛ＦＣ,カターレ富山,15576,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山,4,0,-40,11.5,81%,河合　英治,愛媛ＦＣ,児玉　剛,ハン　ヒフン,村上　佑介,林堂　眞,浦田　延尚,三原　向平,村上　巧,吉村　圭司,原川　力,西田　剛,表原　玄太,カターレ富山,水谷　雄一,木村　勝太,御厨　貴文,吉川　拓也,内田　健太,ソ　ヨンドク,大西　容平,キム　ヨングン,中島　翔哉,苔口　卓也,白崎　凌兵
16047,4833,200,7,70,16.03 ,アビスパ福岡,Ｖ・ファーレン長崎,22563,スカパー！／スカパー！プレミアムサービス／テレビ西日本（録）,2,5,-40,13.4,81%,前田　拓哉,アビスパ福岡,神山　竜一,阿部　巧,堤　俊輔,イ　グァンソン,オ　チャンヒョン,中原　秀人,平井　将生,城後　寿,石津　大介,坂田　大輔,プノセバッチ,Ｖ・ファーレン長崎,大久保　択生,前田　悠佑,山口　貴弘,古部　健太,神崎　大輔,黒木　聖仁,三原　雅俊,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一
16048,3970,200,7,70,16.03 ,ギラヴァンツ北九州,ジュビロ磐田,10202,スカパー！／スカパー！プレミアムサービス,3,2,-40,13,82%,山本　雄大,ギラヴァンツ北九州,大谷　幸輝,星原　健太,渡邉　将基,前田　和哉,冨士　祐樹,鈴木　修人,風間　宏希,小手川　宏基,川島　大地,原　一樹,池元　友樹,ジュビロ磐田,藤ヶ谷　陽介,菅沼　駿哉,駒野　友一,伊野波　雅彦,山崎　亮平,山田　大記,松井　大輔,フェルジナンド,藤田　義明,ポポ,前田　遼一
16049,9305,200,7,70,17.03 ,ジェフユナイテッド千葉,湘南ベルマーレ,18500,スカパー！／スカパー！プレミアムサービス,0,6,-20,15,43%,村上　伸次,ジェフユナイテッド千葉,岡本　昌弘,天野　貴史,キム　ヒョヌン,山口　智,中村　太亮,兵働　昭弘,山口　慶,谷澤　達也,井出　遥也,町田　也真人,ケンペス,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,宇佐美　宏和,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,武富　孝介
16050,5473,200,7,70,17.03 ,東京ヴェルディ,ファジアーノ岡山,54224,スカパー！／スカパー！プレミアムサービス,0,1,-20,15.2,31%,塚田　智宏,東京ヴェルディ,佐藤　優也,安西　幸輝,井林　章,吉野　恭平,金　鐘必,田村　直也,鈴木　惇,前田　直輝,安在　和樹,常盤　聡,平本　一樹,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,田所　諒,久木田　紳吾,島田　譲,上田　康太,染矢　一樹,林　容平,荒田　智之,押谷　祐樹
16051,6574,200,7,70,19.03 ,ロアッソ熊本,カマタマーレ讃岐,32000,スカパー！／スカパー！プレミアムサービス,4,1,-40,14,63%,佐藤　隆治,ロアッソ熊本,金井　大樹,藏川　洋平,園田　拓也,矢野　大輔,片山　奨典,養父　雄仁,原田　拓,仲間　隼斗,齊藤　和樹,岡本　賢明,澤田　崇,カマタマーレ讃岐,森田　耕一郎,武田　有祐,ソン　ハンキ,野口　遼太,小澤　雄希,岡村　和哉,高木　和正,山本　翔平,アンドレア,我那覇　和樹,高橋　泰
16052,8536,200,8,70,13.03 ,コンサドーレ札幌,ザスパクサツ群馬,39232,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,1,0,-30,22.6,28%,高山　啓義,コンサドーレ札幌,李　昊乗,日高　拓磨,パウロン,奈良　竜樹,松本　怜大,河合　竜二,宮澤　裕樹,石井　謙伍,前田　俊介,菊岡　拓朗,都倉　賢,ザスパクサツ群馬,内藤　圭佑,夛田　凌輔,小柳　達司,クォン　ハンジン,瀬川　和樹,青木　孝太,坂井　洋平,黄　誠秀,小林　竜樹,ダニエル　ロビーニョ,野崎　桂太
16053,11989,200,8,70,13.03 ,松本山雅ＦＣ,京都サンガF.C.,20396,スカパー！／スカパー！プレミアムサービス,2,2,-20,13.3,54%,河合　英治,松本山雅ＦＣ,村山　智彦,岩間　雄大,飯尾　和也,飯田　真輝,犬飼　智也,喜山　康平,岩沼　俊介,田中　隼磨,塩沢　勝吾,岩上　祐三,船山　貴之,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,有田　光希
16054,5733,200,8,70,13.04 ,カターレ富山,ジェフユナイテッド千葉,25250,スカパー！／スカパー！プレミアムサービス／ＮＨＫ富山,1,1,-10,13.4,57%,塚田　健太,カターレ富山,水谷　雄一,木村　勝太,平出　涼,吉川　拓也,田中　寛己,大西　容平,秋本　倫孝,ソ　ヨンドク,中島　翔哉,三上　陽輔,白崎　凌兵,ジェフユナイテッド千葉,岡本　昌弘,天野　貴史,大岩　一貴,山口　智,中村　太亮,兵働　昭弘,佐藤　勇人,田中　佑昌,井出　遥也,町田　也真人,谷澤　達也
16055,5460,200,8,70,13.04 ,ＦＣ岐阜,栃木ＳＣ,20000,スカパー！／スカパー！プレミアムサービス／岐阜放送,1,3,-20,15.3,51%,野田　祐樹,ＦＣ岐阜,川口　能活,野垣内　俊,ヘニキ,木谷　公亮,三都主　アレサンドロ,水野　泰輔,宮沢　正史,太田　圭輔,髙地　系治,田中　智大,ナザリト,栃木ＳＣ,鈴木　智幸,山形　辰徳,チャ　ヨンファン,ドゥドゥ,イ　ミンス,湯澤　洋介,岡根　直哉,小野寺　達也,近藤　祐介,廣瀬　浩二,瀬沼　優司
16056,3340,200,8,70,13.03 ,Ｖ・ファーレン長崎,愛媛ＦＣ,20246,スカパー！／スカパー！プレミアムサービス／長崎国際テレビ,2,1,-20,18.6,65%,日高　晴樹,Ｖ・ファーレン長崎,大久保　択生,前田　悠佑,山口　貴弘,古部　健太,神崎　大輔,三原　雅俊,黒木　聖仁,野田　紘史,東　浩史,奥埜　博亮,小松　塁,愛媛ＦＣ,児玉　剛,ハン　ヒフン,村上　佑介,林堂　眞,浦田　延尚,三原　向平,村上　巧,吉村　圭司,原川　力,堀米　勇輝,渡辺　亮太
16057,7039,200,8,70,16.04 ,湘南ベルマーレ,大分トリニータ,15100,スカパー！／スカパー！プレミアムサービス,4,0,-20,11.6,63%,飯田　淳平,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,藤田　征也,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,岡田　翔平,大分トリニータ,武田　洋平,岩武　克弥,阪田　章裕,高木　和道,チェ　ジョンハン,末吉　隼也,伊藤　大介,為田　大貴,松本　怜,松本　昌也,伊佐　耕平
16058,9346,200,8,70,16.05 ,ジュビロ磐田,横浜ＦＣ,15165,スカパー！／スカパー！プレミアムサービス,2,2,-40,12.1,70%,吉田　寿光,ジュビロ磐田,八田　直樹,駒野　友一,伊野波　雅彦,木下　高彰,藤田　義明,フェルジナンド,松井　大輔,山田　大記,小林　祐希,ポポ,前田　遼一,横浜ＦＣ,南　雄太,市村　篤司,ドウグラス,野上　結貴,永田　拓也,寺田　紳一,安　英学,野村　直輝,内田　智也,黒津　勝,飯尾　一慶
16059,2015,200,8,70,16.02 ,カマタマーレ讃岐,アビスパ福岡,22338,スカパー！／スカパー！プレミアムサービス,1,1,-20,16.6,55%,窪田　陽輔,カマタマーレ讃岐,森田　耕一郎,武田　有祐,藤井　航大,ソン　ハンキ,小澤　雄希,関原　凌河,岡村　和哉,高木　和正,持留　新作,西野　泰正,我那覇　和樹,アビスパ福岡,清水　圭介,阿部　巧,武田　英二郎,堤　俊輔,イ　グァンソン,三島　勇太,中原　秀人,森村　昂太,城後　寿,坂田　大輔,平井　将生
16060,5766,200,8,70,17.04 ,モンテディオ山形,ロアッソ熊本,21292,スカパー！／スカパー！プレミアムサービス,1,2,-10,12.1,44%,井上　知大,モンテディオ山形,清水　健太,山田　拓巳,西河　翔吾,イ　ジュヨン,石川　竜也,宮阪　政樹,ディエゴ,秋葉　勝,中島　裕希,川西　翔太,ロメロ　フランク,ロアッソ熊本,金井　大樹,藏川　洋平,園田　拓也,矢野　大輔,片山　奨典,橋本　拳人,養父　雄仁,仲間　隼斗,齊藤　和樹,岡本　賢明,澤田　崇
16061,3359,200,8,70,18.03 ,水戸ホーリーホック,東京ヴェルディ,12000,スカパー！／スカパー！プレミアムサービス,1,1,-20,11.6,59%,小屋　幸栄,水戸ホーリーホック,本間　幸司,新里　亮,冨田　大介,尾本　敬,広瀬　陸斗,小澤　司,中里　崇宏,内田　航平,船谷　圭祐,吉田　眞紀人,三島　康平,東京ヴェルディ,佐藤　優也,金　鐘必,吉野　恭平,井林　章,安在　和樹,田村　直也,鈴木　惇,常盤　聡,前田　直輝,中後　雅喜,平本　一樹
16062,6117,200,8,70,19.03 ,ファジアーノ岡山,ギラヴァンツ北九州,20000,スカパー！／スカパー！プレミアムサービス,0,3,-20,14.4,65%,池内　明彦,ファジアーノ岡山,中林　洋次,後藤　圭太,鎌田　翔雅,田所　諒,久木田　紳吾,千明　聖典,上田　康太,染矢　一樹,林　容平,荒田　智之,久保　裕一,ギラヴァンツ北九州,大谷　幸輝,星原　健太,渡邉　将基,前田　和哉,冨士　祐樹,鈴木　修人,風間　宏希,小手川　宏基,井上　翔太,原　一樹,池元　友樹
16063,4069,200,9,60,13.03 ,栃木ＳＣ,水戸ホーリーホック,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,0,1,-10,23.3,36%,吉田　哲朗,栃木ＳＣ,榎本　達也,山形　辰徳,チャ　ヨンファン,ドゥドゥ,イ　ミンス,湯澤　洋介,岡根　直哉,小野寺　達也,近藤　祐介,廣瀬　浩二,瀬沼　優司,水戸ホーリーホック,本間　幸司,新里　亮,冨田　大介,尾本　敬,内田　航平,中里　崇宏,広瀬　陸斗,小澤　司,船谷　圭祐,馬場　賢治,三島　康平
16064,2100,200,9,60,13.04 ,ザスパクサツ群馬,アビスパ福岡,15135,スカパー！／スカパー！プレミアムサービス,1,2,-10,24.2,21%,森川　浩次,ザスパクサツ群馬,内藤　圭佑,小柳　達司,クォン　ハンジン,黄　誠秀,青木　孝太,坂井　洋平,夛田　凌輔,瀬川　和樹,ダニエル　ロビーニョ,永田　亮太,小林　竜樹,アビスパ福岡,清水　圭介,阿部　巧,三島　勇太,堤　俊輔,イ　グァンソン,中原　秀人,パク　ゴン,城後　寿,平井　将生,プノセバッチ,坂田　大輔
16065,8170,200,9,60,13.03 ,東京ヴェルディ,ジュビロ磐田,49970,スカパー！／スカパー！プレミアムサービス,0,1,-10,24.4,27%,榎本　一慶,東京ヴェルディ,佐藤　優也,安西　幸輝,金　鐘必,井林　章,安在　和樹,田村　直也,鈴木　惇,前田　直輝,中後　雅喜,常盤　聡,平本　一樹,ジュビロ磐田,八田　直樹,駒野　友一,伊野波　雅彦,櫻内　渚,藤田　義明,小林　祐希,フェルジナンド,山田　大記,松井　大輔,ポポ,前田　遼一
16066,13657,200,9,60,13.04 ,松本山雅ＦＣ,ＦＣ岐阜,20396,スカパー！／スカパー！プレミアムサービス／長野朝日放送,1,0,-10,20.4,26%,高山　啓義,松本山雅ＦＣ,村山　智彦,犬飼　智也,飯田　真輝,飯尾　和也,田中　隼磨,岩沼　俊介,岩間　雄大,岩上　祐三,喜山　康平,船山　貴之,塩沢　勝吾,ＦＣ岐阜,川口　能活,野垣内　俊,木谷　公亮,阿部　正紀,三都主　アレサンドロ,ヘニキ,宮沢　正史,太田　圭輔,髙地　系治,遠藤　純輝,ナザリト
16067,6053,200,9,60,14.03 ,横浜ＦＣ,湘南ベルマーレ,15454,スカパー！／スカパー！プレミアムサービス,1,3,-10,22.4,27%,三上　正一郎,横浜ＦＣ,南　雄太,野上　結貴,渡辺　匠,中島　崇典,永田　拓也,寺田　紳一,安　英学,小池　純輝,内田　智也,黒津　勝,飯尾　一慶,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,亀川　諒史,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,岡田　翔平
16068,6163,200,9,60,14.04 ,京都サンガF.C.,愛媛ＦＣ,20588,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,0,0,-10,24.4,26%,上田　益也,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,有田　光希,大黒　将志,愛媛ＦＣ,児玉　剛,三原　向平,村上　佑介,林堂　眞,西岡　大輝,キム　ミンジェ,村上　巧,吉村　圭司,渡辺　亮太,河原　和寿,表原　玄太
16069,6581,200,9,60,16.03 ,ジェフユナイテッド千葉,カマタマーレ讃岐,18500,スカパー！／スカパー！プレミアムサービス,1,1,-10,18.4,63%,東城　穣,ジェフユナイテッド千葉,岡本　昌弘,キム　ヒョヌン,大岩　一貴,山口　智,中村　太亮,兵働　昭弘,佐藤　勇人,谷澤　達也,井出　遥也,田中　佑昌,ケンペス,カマタマーレ讃岐,森田　耕一郎,藤井　航大,武田　有祐,ソン　ハンキ,小澤　雄希,関原　凌河,岡村　和哉,山本　翔平,綱田　大志,西野　泰正,アンドレア
16070,3367,200,9,60,16.03 ,ギラヴァンツ北九州,モンテディオ山形,10202,スカパー！／スカパー！プレミアムサービス,0,1,-10,20.8,56%,扇谷　健司,ギラヴァンツ北九州,大谷　幸輝,星原　健太,渡邉　将基,前田　和哉,冨士　祐樹,鈴木　修人,風間　宏希,小手川　宏基,井上　翔太,原　一樹,池元　友樹,モンテディオ山形,清水　健太,山田　拓巳,イ　ジュヨン,西河　翔吾,石川　竜也,宮阪　政樹,ディエゴ,秋葉　勝,中島　裕希,川西　翔太,山﨑　雅人
16071,5971,200,9,60,16.03 ,大分トリニータ,カターレ富山,40000,スカパー！／スカパー！プレミアムサービス,3,0,-10,22.3,41%,池内　明彦,大分トリニータ,武田　洋平,岩武　克弥,阪田　章裕,高木　和道,安川　有,末吉　隼也,伊藤　大介,為田　大貴,チェ　ジョンハン,松本　昌也,風間　宏矢,カターレ富山,水谷　雄一,木村　勝太,平出　涼,吉川　拓也,内田　健太,大西　容平,吉川　健太,ソ　ヨンドク,中島　翔哉,三上　陽輔,白崎　凌兵
16072,7355,200,9,60,17.04 ,ロアッソ熊本,Ｖ・ファーレン長崎,32000,スカパー！／スカパー！プレミアムサービス,1,1,-20,22.5,33%,岡部　拓人,ロアッソ熊本,シュミット　ダニエル,藏川　洋平,篠原　弘次郎,園田　拓也,片山　奨典,養父　雄仁,原田　拓,仲間　隼斗,齊藤　和樹,ファビオ,澤田　崇,Ｖ・ファーレン長崎,大久保　択生,岡本　拓也,山口　貴弘,古部　健太,神崎　大輔,三原　雅俊,黒木　聖仁,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一
16073,6381,200,9,60,19.03 ,ファジアーノ岡山,コンサドーレ札幌,20000,スカパー！／スカパー！プレミアムサービス,2,0,-20,18.9,47%,前田　拓哉,ファジアーノ岡山,中林　洋次,鎌田　翔雅,後藤　圭太,田所　諒,久木田　紳吾,島田　譲,上田　康太,染矢　一樹,石原　崇兆,林　容平,久保　裕一,コンサドーレ札幌,李　昊乗,日高　拓磨,パウロン,奈良　竜樹,松本　怜大,河合　竜二,宮澤　裕樹,古田　寛幸,前田　俊介,菊岡　拓朗,都倉　賢
